color,dist_km,response,SE,df,lower_CL,upper_CL,species
R,2.8521792820512823,4.735461439121806,0.706950927709004,Inf,3.5341707198587953,6.345079742584005,Geometridae
W,2.8521792820512823,4.98084535092511,0.7689554407725171,Inf,3.680377959003756,6.740834959393084,Geometridae
R,3.0304404871794874,4.783710603678461,0.7185228065422664,Inf,3.563795220551612,6.421212702620924,Geometridae
W,3.0304404871794874,5.031594708734811,0.7788664475194015,Inf,3.7148713895985384,6.815026055506088,Geometridae
R,3.2087016923076925,4.832451374366923,0.7312338698355825,Inf,3.5922446553946537,6.500834026031891,Geometridae
W,3.2087016923076925,5.082861146906707,0.7899216268041184,Inf,3.7482106415973617,6.892749610177603,Geometridae
R,3.3869628974358976,4.881688760115142,0.7450944505387108,Inf,3.6195184530930287,6.58399327409701,Geometridae
W,3.3869628974358976,5.134649933923248,0.8021415112230593,Inf,3.780376524226236,6.9740751417173446,Geometridae
R,3.5652241025641027,4.931427820886556,0.7601115711613464,Inf,3.64562257668659,6.670734515451901,Geometridae
W,3.5652241025641027,5.18696639194695,0.8155431062652551,Inf,3.8113568199523096,7.0590662648908875,Geometridae
R,3.7434853076923083,4.981673668200084,0.7762892210182623,Inf,3.6705689847143685,6.761096887099989,Geometridae
W,3.7434853076923083,5.2398158973673326,0.8301399968961897,Inf,3.8411460750930164,7.147780923077382,Geometridae
R,3.9217465128205133,5.0324314656554305,0.7936286715763577,Inf,3.6943750193524365,6.855115228923886,Geometridae
W,3.9217465128205133,5.293203881353438,0.8459425158436199,Inf,3.869745271489298,7.240271739848184,Geometridae
R,4.100007717948718,5.083706429463715,0.8121288161185454,Inf,3.717062748312025,6.952820764918992,Geometridae
W,4.100007717948718,5.347135830411967,0.862957963926112,Inf,3.8971613980435023,7.336586471176045,Geometridae
R,4.278268923076924,5.135503828983537,0.8317865206922297,Inf,3.7386582857994424,7.054241805858197,Geometridae
W,4.278268923076924,5.401617286951114,0.8811908714623579,Inf,3.9234069434385153,7.43676853696896,Geometridae
R,4.456530128205129,5.187828987262496,0.852596974694597,Inf,3.7591911151268875,7.159404450808982,Geometridae
W,4.456530128205129,5.456653849850148,0.9006432892602915,Inf,3.9484993323844346,7.540857609593099,Geometridae
R,4.634791333333334,5.240687281584205,0.8745540312503156,Inf,3.7786934320390873,7.268333268448741,Geometridae
W,4.634791333333334,5.512251175034774,0.9213150978485655,Inf,3.972460327402462,7.648890237386094,Geometridae
R,4.813052538461539,5.294084144020912,0.8976505295519596,Inf,3.797199523889285,7.3810519430558195,Geometridae
W,4.813052538461539,5.568414976058394,0.9432043243644208,Inf,3.9953154166768767,7.7609004826412,Geometridae
R,4.991313743589744,5.3480250619917316,0.9218785933784674,Inf,3.814745195812056,7.497583874039902,Geometridae
W,4.991313743589744,5.625151024689256,0.9663074577050227,Inf,4.0170932061702604,7.876920555878548,Geometridae
R,5.169574948717949,5.40251557882656,0.9472299019400037,Inf,3.831367251276713,7.617952721639445,Geometridae
W,5.169574948717949,5.6824651515035995,0.9906197540271098,Inf,4.037824831310846,7.996981431106316,Geometridae
R,5.3478361538461545,5.45756129433576,0.9736959309197393,Inf,3.847103031055617,7.742182894763552,Geometridae
W,5.3478361538461545,5.740363246484855,1.0161355262931926,Inf,4.057543400414215,8.121113429921724,Geometridae
R,5.52609735897436,5.513167865385629,1.0012681630366977,Inf,3.8619900118181802,7.8702999797793645,Geometridae
W,5.52609735897436,5.798851259628932,1.0428484131829914,Inf,4.076283478844793,8.249346765458458,Geometridae
R,5.704358564102565,5.569341006479725,1.0299382686167,Inf,3.876065463306218,8.002331111301496,Geometridae
W,5.704358564102565,5.857935201555671,1.0707516242160322,Inf,4.0940806199507795,8.38171204015949,Geometridae
R,5.88261976923077,5.6260864903461485,1.0596982575355465,Inf,3.889366161349198,8.13830528773749,Geometridae
W,5.88261976923077,5.917621144126558,1.0998381592952107,Inf,4.110970946155354,8.51824069400523,Geometridae
R,6.060880974358975,5.683410148530775,1.0905406045136645,Inf,3.901928152791617,8.278253635529625,Geometridae
W,6.060880974358975,5.977915221068691,1.130101002040635,Inf,4.126990781336233,8.658965402077868,Geometridae
R,6.23914217948718,5.741317871996529,1.1224583501295322,Inf,3.913786567660858,8.422209626777757,Geometridae
W,6.23914217948718,6.038823628605115,1.1615332872216197,Inf,4.142176333807096,8.80392042216177,Geometridae
R,6.417403384615385,5.799815611728813,1.155445180120015,Inf,3.924975473524145,8.570209255307935,Geometridae
W,6.417403384615385,6.100352626091624,1.1941284433150994,Inf,4.156563427821498,8.953141894473006,Geometridae
R,6.59566458974359,5.858909379347043,1.189495485589412,Inf,3.935527766889294,8.72229117634539,Geometridae
W,6.59566458974359,6.162508536659971,1.227880311737187,Inf,4.1701872805206195,9.106668096610255,Geometridae
R,6.773925794871795,5.918605247722453,1.2246044066928545,Inf,3.945475096623145,8.878496814832044,Geometridae
W,6.773925794871795,6.225297747867704,1.2627832446358862,Inf,4.183082320592348,9.264539657474126,Geometridae
R,6.952187,5.978909351602179,1.2607678622261635,Inf,3.9548478146301207,9.038870447160123,Geometridae
W,6.952187,6.288726712354579,1.2988321833254974,Inf,4.195282044544079,9.426799734266714,Geometridae
R,0,4.520319637302466,1.0663252223459572,Inf,2.846912535847957,7.177350679407582,Lasiocampidae
W,0,5.0007256159926285,0.9836505134575952,Inf,3.400950863317946,7.353019108911187,Lasiocampidae
R,0.17826120512820515,4.72545773013685,1.0979945648065799,Inf,2.9968223336404223,7.451209405592145,Lasiocampidae
W,0.17826120512820515,5.227665168494044,1.0054392187443304,Inf,3.58588025980383,7.621136550549766,Lasiocampidae
R,0.3565224102564103,4.939905261353525,1.1315547149618874,Inf,3.153108719818545,7.739239639206784,Lasiocampidae
W,0.3565224102564103,5.464903538496029,1.0286210741493105,Inf,3.7789113957242333,7.903114827952382,Lasiocampidae
R,0.5347836153846155,5.1640847055977215,1.167222493357154,Inf,3.3158802602546955,8.042440846322943,Lasiocampidae
W,0.5347836153846155,5.712908099978754,1.0534437540518788,Inf,3.980138013121135,8.200047046411187,Lasiocampidae
R,0.7130448205128206,5.398437709973692,1.205236552554232,Inf,3.4852326895251244,8.36188923513077,Lasiocampidae
W,0.7130448205128206,5.972167436972699,1.0801880320469586,Inf,4.189622098941327,8.5131267338526,Lasiocampidae
R,0.8913060256410257,5.643425964116288,1.2458583618376469,Inf,3.661248606127453,8.698741887988902,Lasiocampidae
W,0.8913060256410257,6.243192306098832,1.1091695530704466,Inf,4.407392211723439,8.843653638823797,Lasiocampidae
R,1.069567230769231,5.899532109747555,1.289373047715475,Inf,3.8439975257129144,9.054240769181435,Lasiocampidae
W,1.069567230769231,6.526516642790141,1.1407401251205247,Inf,4.6334428219617045,9.193038767354997,Lasiocampidae
R,1.247828435897436,6.167260691510201,1.3360900719124387,Inf,4.033536331726322,9.429716583405153,Lasiocampidae
W,1.247828435897436,6.822698613176819,1.17528841455101,Inf,4.867734895447124,9.562808445008615,Lasiocampidae
R,1.4260896410256412,6.447139150951147,1.3863437365518227,Inf,4.229910147694372,9.826592476056149,Lasiocampidae
W,1.4260896410256412,7.132321713707406,1.213239952995391,Inf,5.1101979027257345,9.954607237556989,Lasiocampidae
R,1.6043508461538463,6.739718865613368,1.4404935162951051,Inf,4.43315363625712,10.246387586480255,Lasiocampidae
W,1.6043508461538463,7.455995920672186,1.255056404853135,Inf,5.360733359056492,10.370199643517552,Lasiocampidae
R,1.7826120512820514,7.045576235283116,1.4989242287708655,Inf,4.6432927080239415,10.690720488373369,Lasiocampidae
W,1.7826120512820514,7.7943588918934825,1.3012341007930912,Inf,5.619219890085156,10.811470582034534,Lasiocampidae
R,1.9608732564102567,7.365313817532446,1.562046066812402,Inf,4.860346600127587,11.161312575796616,Lasiocampidae
W,1.9608732564102567,8.148077222950254,1.352301910380825,Inf,5.885519687643082,11.280424831566188,Lasiocampidae
R,2.139134461538462,7.699561514794177,1.6302945277643228,Inf,5.084330262023136,11.65999147673579,Lasiocampidae
W,2.139134461538462,8.517847760411795,1.4088185977762655,Inf,6.159486083058388,11.779185713092302,Lasiocampidae
R,2.317395666666667,8.048977815307929,1.7041302852604476,Inf,5.315256966862409,12.188694596559145,Lasiocampidae
W,2.317395666666667,8.904398974667792,1.4713698680749954,Inf,6.440971842351912,12.309993435883861,Lasiocampidae
R,2.495656871794872,8.414251090381876,1.7840390563500717,Inf,5.553141052736606,12.749472909048889,Lasiocampidae
W,2.495656871794872,9.308492395059158,1.5405653573860563,Inf,6.729837699870131,12.875203613089552,Lasiocampidae
R,2.6739180769230773,8.796100950525966,1.8705315208390807,Inf,5.7980006908031685,13.344495121321886,Lasiocampidae
W,2.6739180769230773,9.73092411013701,1.617035838329644,Inf,7.025960611438199,13.477286491343246,Lasiocampidae
R,2.8521792820512823,9.195279663128346,1.9641433497871439,Inf,6.049860577624767,13.976052340091801,Lasiocampidae
W,2.8521792820512823,10.172526336005467,1.7014308999521925,Inf,7.329241233442707,14.11882741484248,Lasiocampidae
R,3.0304404871794874,9.612573634467632,2.0654353962969956,Inf,6.3087544568765255,14.646563360433976,Lasiocampidae
W,3.0304404871794874,10.634169055837765,1.7944173186100443,Inf,7.639610217404049,14.802528962866916,Lasiocampidae
R,3.2087016923076925,10.048804958981119,2.1749940945419053,Inf,6.574727389958762,15.358580685468828,Lasiocampidae
W,3.2087016923076925,11.116761733796,1.8966782713469639,Inf,7.957033036575753,15.53121507450392,Lasiocampidae
R,3.3869628974358976,10.504833038840589,2.2934321032723877,Inf,6.847837714293905,16.114797367871823,Lasiocampidae
W,3.3869628974358976,11.62125510673059,2.008913466754051,Inf,8.281513210351214,16.30783732698825,Lasiocampidae
R,3.5652241025641027,10.981556277026762,2.421389218924419,Inf,7.128158650054491,16.91805474399535,Lasiocampidae
W,3.5652241025641027,12.148643057189592,2.131840192463313,Inf,8.613093940005779,17.135483388319095,Lasiocampidae
R,3.7434853076923083,11.479913847237672,2.559533572075992,Inf,7.415779538517597,17.77135111089664,Lasiocampidae
W,3.7434853076923083,12.699964571427637,2.2661952138468955,Inf,8.951858295020639,18.017387541225073,Lasiocampidae
R,3.9217465128205133,12.000887544117814,2.7085631104186385,Inf,7.7108067161365526,18.677851377750912,Lasiocampidae
W,3.9217465128205133,13.276305786271822,2.412737412106115,Inf,9.297928179474965,18.956943087567247,Lasiocampidae
R,4.100007717948718,12.545503717453153,2.869207362444469,Inf,8.013364046181046,19.640897707578702,Lasiocampidae
W,4.100007717948718,13.878802128877169,2.5722510243183447,Inf,9.651462357785459,19.95771639487828,Lasiocampidae
R,4.278268923076924,13.11483529414245,3.042229469215812,Inf,8.323593143425297,20.6640211539345,Lasiocampidae
W,4.278268923076924,14.50864055358703,2.7455493418618193,Inf,10.012653831014712,21.02346233734293,Lasiocampidae
R,4.456530128205129,13.71000389192837,3.2284284670910353,Inf,8.641653336469355,21.750954290592496,Lasiocampidae
W,4.456530128205129,15.167061880305114,2.933478733001956,Inf,10.381726836813991,22.158140904389324,Lasiocampidae
R,4.634791333333334,14.332182029052424,3.428641802060388,Inf,8.96772141699929,22.90564483019216,Lasiocampidae
W,4.634791333333334,15.85536323898593,3.1369228751509994,Inf,10.758933707866516,23.365934791138077,Lasiocampidae
R,4.813052538461539,14.982595434187113,3.6437480561292577,Inf,9.301991226162594,24.132270229750564,Lasiocampidae
W,4.813052538461539,16.57490062505958,3.356807107321025,Inf,11.144551775369559,24.651267836340622,Lasiocampidae
R,4.991313743589744,15.66252546119565,3.8746698675776687,Inf,9.644673126029854,25.435253286140515,Lasiocampidae
W,4.991313743589744,17.327091570824912,3.594102839378203,Inf,11.53888045381436,26.01882422696446,Lasiocampidae
R,5.169574948717949,16.373311613476904,4.122377029481024,Inf,9.9959933996995,26.819278732224532,Lasiocampidae
W,5.169574948717949,18.113417938074218,3.849831978917131,Inf,11.942238596838331,27.473568438517976,Lasiocampidae
R,5.3478361538461545,17.116354182868328,4.387889754166193,Inf,10.356193617818922,28.28931085348859,Lasiocampidae
W,5.3478361538461545,18.935428837450804,4.125071357193988,Inf,12.354962174549483,29.02076592324637,Lasiocampidae
R,5.52609735897436,17.893117008305783,4.67228209492268,Inf,10.725530002876784,29.85061215502151,Lasiocampidae
W,5.52609735897436,19.79474368029096,4.420957151899013,Inf,12.777402291777534,30.666004593169074,Lasiocampidae
R,5.704358564102565,18.705130359675046,4.9766855199896325,Inf,11.10427281615163,31.50876311896077,Lasiocampidae
W,5.704358564102565,20.69305536896251,4.738689316653456,Inf,13.209923544087983,32.415217171683594,Lasiocampidae
R,5.88261976923077,19.5539939525364,5.302292637378159,Inf,11.492705786102988,33.26968310266667,Lasiocampidae
W,5.88261976923077,21.63213363198519,5.079536035461885,Inf,13.652902693158197,34.274704507091045,Lasiocampidae
R,6.060880974358975,20.441380099661203,5.6503610723243325,Inf,11.891125591535076,35.13965243763631,Lasiocampidae
W,6.060880974358975,22.613828510503144,5.444838225620092,Inf,14.10672763391542,36.25115995526641,Lasiocampidae
R,6.23914217948718,21.369037005589544,6.022217502027305,Inf,12.299841408192998,37.12533579840204,Lasiocampidae
W,6.23914217948718,23.64007400297825,5.836014115494717,Inf,14.571796621262308,38.35169494822914,Lasiocampidae
R,6.417403384615385,22.33879221069934,6.419261854785259,Inf,12.719174523611388,39.23380691934345,Lasiocampidae
W,6.417403384615385,24.712891875284456,6.254563924818835,Inf,15.048517722963023,40.58386587189064,Lasiocampidae
R,6.59566458974359,23.35255619157151,6.842971682712891,Inf,13.149458021999198,41.47257474552498,Lasiocampidae
W,6.59566458974359,25.834395643708987,6.702074675248699,Inf,15.537308466242083,42.95570238087149,Lasiocampidae
R,6.773925794871795,24.412326124744986,7.294906718944811,Inf,13.591036538642811,43.849611111443515,Lasiocampidae
W,6.773925794871795,27.006794738707942,7.180225158342443,Inf,16.03859564799953,45.47573728187828,Lasiocampidae
R,6.952187,25.520189821275455,7.776713631647496,Inf,14.044266081644027,46.37338004904078,Lasiocampidae
W,6.952187,28.23239885761805,7.690791087179213,Inf,16.552815281632352,48.15303812035472,Lasiocampidae
R,0,34.02796786119093,4.195228884974341,Inf,26.723501305655166,43.329000325163605,Noctuidae
W,0,41.12478496017702,5.562377517168314,Inf,31.548117491767368,53.608521600762415,Noctuidae
R,0.17826120512820515,34.52859011393563,4.197191861592371,Inf,27.208796883854795,43.81757636492987,Noctuidae
W,0.17826120512820515,41.72981616787032,5.56519552674623,Inf,32.1312814421634,54.19570833297597,Noctuidae
R,0.3565224102564103,35.03657756230312,4.203174450906621,Inf,27.69535945724188,44.32373478215664,Noctuidae
W,0.3565224102564103,42.34374864429094,5.572067450930672,Inf,32.71738730076794,54.80245206526032,Noctuidae
R,0.5347836153846155,35.552038563655174,4.213565244145269,Inf,28.18263491021653,44.84844834623426,Noctuidae
W,0.5347836153846155,42.96671334563407,5.583402833102968,Inf,33.30587917588016,55.429807031271736,Noctuidae
R,0.7130448205128206,36.07508306951595,4.2287614703523335,Inf,28.670056288508736,45.39271236080886,Noctuidae
W,0.7130448205128206,43.59884315473322,5.5996249283809565,Inf,33.89617936680271,56.07886080201397,Noctuidae
R,0.8913060256410257,36.60582264902553,4.249165877114722,Inf,29.157049901601265,45.95753878852881,Noctuidae
W,0.8913060256410257,44.24027290940509,5.62116843197355,Inf,34.48769282499956,56.75073009464693,Noctuidae
R,1.069567230769231,37.14437051273821,4.275183260944053,Inf,29.643042108515914,46.54394969776775,Noctuidae
W,1.069567230769231,44.8911394312113,5.648476831094066,Inf,35.07981234817367,57.446555854719946,Noctuidae
R,1.247828435897436,37.69084153677133,4.307216731275852,Inf,30.12746662372537,47.15297019468889,Noctuidae
W,1.247828435897436,45.55158155464356,5.681999414021373,Inf,35.67192444228778,58.16749767695652,Noctuidae
R,1.4260896410256412,38.24535228730904,4.345663816813836,Inf,30.609772131622133,47.78562105234659,Noctuidae
W,1.4260896410256412,46.22174015673799,5.722187989626718,Inf,36.26341574810273,58.91472766816739,Noctuidae
R,1.6043508461538463,38.808021045466766,4.3909125434276515,Inf,31.08942995799433,48.44291128850765,Noctuidae
W,1.6043508461538463,46.901758187125196,5.769493390356456,Inf,36.85367989045565,59.68942389422722,Noctuidae
R,1.7826120512820514,39.378967832521404,4.443337626382465,Inf,31.565941520453396,49.12583097038197,Noctuidae
W,1.7826120512820514,47.59178069852251,5.824361849672202,Inf,37.442124573374706,60.49276358817783,Noctuidae
R,1.9608732564102567,39.95831443551272,4.503296924134958,Inf,32.03884527103811,49.835344533176105,Noctuidae
W,1.9608732564102567,48.29195487767471,5.8872313595643275,Inf,38.028178715615766,61.32591632503608,Noctuidae
R,2.139134461538462,40.546184433221335,4.571128294895059,Inf,32.50772285597527,50.57238488763036,Noctuidae
W,2.139134461538462,49.00243007674998,5.958528123303627,Inf,38.611299402569465,62.19003738752638,Noctuidae
R,2.317395666666667,41.14270322252911,4.64714698039266,Inf,32.97220425026696,51.337848559014724,Noctuidae
W,2.317395666666667,49.72335784519794,6.038663221708023,Inf,39.19097842440198,63.08626155304604,Noctuidae
R,2.495656871794872,41.74799804516707,4.731643614862978,Inf,33.43197167632979,52.13259204850497,Noctuidae
W,2.495656871794872,50.454891962076104,6.128029607024155,Inf,39.76674817842277,64.01569752404482,Noctuidae
R,2.6739180769230773,42.362198014856986,4.824882923452792,Inf,33.88676218188029,52.95742954189724,Noctuidae
W,2.6739180769230773,51.19718846885202,6.2269995268982115,Inf,40.33818673633466,64.97942320134456,Noctuidae
R,2.8521792820512823,42.98543414485232,4.927103136255484,Inf,34.33636882638696,53.813132016495324,Noctuidae
W,2.8521792820512823,51.95040570268815,6.335922462450821,Inf,40.90492191301142,65.97848196393744,Noctuidae
R,3.0304404871794874,43.617839375884316,5.038516105665466,Inf,34.78064050054194,54.70042772187588,Noctuidae
W,3.0304404871794874,52.71470433021637,6.45512364053459,Inf,41.46663422011948,67.01388007213394,Noctuidae
R,3.2087016923076925,44.259548604519054,5.15930807927765,Inf,35.21948047236496,55.6200039410816,Noctuidae
W,3.2087016923076925,53.490247381809,6.58490315279008,Inf,42.023058641444564,68.08658525739264,Noctuidae
R,3.3869628974358976,44.91069871193196,5.289641051132911,Inf,35.65284381090341,56.572509881444375,Noctuidae
W,3.3869628974358976,54.2772002863547,6.725535685424996,Inf,42.57398522271587,69.1975265062379,Noctuidae
R,3.5652241025641027,45.57142859310562,5.429654592761869,Inf,36.08073388006237,57.558560502676066,Noctuidae
W,3.5652241025641027,55.075730906545544,6.877270836071686,Inf,43.11925852244891,70.34759499194514,Noctuidae
R,3.7434853076923083,46.24187918645692,5.579468053119707,Inf,36.50319811911041,58.57874106585234,Noctuidae
W,3.7434853076923083,55.88600957468315,7.040333969739902,Inf,43.65877601774109,71.53764606026564,Noctuidae
R,3.9217465128205133,46.92219350390035,5.7391830129576755,Inf,36.920323333214725,59.63361218011748,Noctuidae
W,3.9217465128205133,56.70820912901215,7.214927546403239,Inf,44.19248559687223,72.76850213755299,Noctuidae
R,4.100007717948718,47.61251666135332,5.908885883372957,Inf,37.33223070905158,60.72371513224371,Noctuidae
W,4.100007717948718,57.54250495058724,7.401232839137245,Inf,44.72038229703805,74.04095640317597,Noctuidae
R,4.278268923076924,48.3129959096906,6.088650548554274,Inf,37.73907075037811,61.849577304348266,Noctuidae
W,4.278268923076924,58.389075000683874,7.599411954293751,Inf,45.24250445994887,75.3557770537122,Noctuidae
R,4.456530128205129,49.02378066615385,6.278540967158371,Inf,38.14101830021961,63.01171751330303,Noctuidae
W,4.456530128205129,59.24809985875836,7.809610063657947,Inf,45.75892948091994,76.713711983518,Noctuidae
R,4.634791333333334,49.74502254622341,6.478613663392368,Inf,38.538267783781095,64.21065113792434,Noctuidae
W,4.634791333333334,60.11976276096659,8.031957762119733,Inf,46.26976931999,78.11549371337318,Noctuidae
R,4.813052538461539,50.47687539595904,6.688920056048727,Inf,38.93102877263086,65.44689493359603,Noctuidae
W,4.813052538461539,61.00424963924994,8.266573472005415,Inf,46.77516592866048,79.56184441384625,Noctuidae
R,4.991313743589744,51.21949532481646,6.909508590112441,Inf,39.319521938724804,66.72097146596121,Noctuidae
W,4.991313743589744,61.90174916099586,8.513565825630655,Inf,47.27528672545359,81.05348089042366,Noctuidae
R,5.169574948717949,51.97304073894625,7.140426650207917,Inf,39.70397543824996,68.0334131239133,Noctuidae
W,5.169574948717949,62.8124527692815,8.773035969635634,Inf,47.7703202300198,82.59111942092133,Noctuidae
R,5.3478361538461545,52.737672374983404,7.381722247536666,Inf,40.08462174111538,69.38476569627468,Noctuidae
W,5.3478361538461545,63.736554723710654,9.045079747167003,Inf,48.260471941094565,84.17548036013734,Noctuidae
R,5.52609735897436,53.51355333433358,7.633445481864855,Inf,40.46169490261029,70.7755915158616,Noctuidae
W,5.52609735897436,64.67425214185005,9.329789726100357,Inf,48.74596051991754,85.8072924503873,Noctuidae
R,5.704358564102565,54.30084911796339,7.895649787592087,Inf,40.83542825920907,72.20647218917978,Noctuidae
W,5.704358564102565,65.62574504127639,9.627257052613228,Inf,49.22701431904189,87.48729679826809,Noctuidae
R,5.88261976923077,55.0997276617036,8.168392978178462,Inf,41.20605252031514,73.67801094019198,Noctuidae
W,5.88261976923077,66.59123638224136,9.937573119109228,Inf,49.703868277564595,89.2162504968884,Noctuidae
R,6.060880974358975,55.91035937207036,8.451738106532288,Inf,41.5737942212939,75.19083460303823,Noctuidae
W,6.060880974358975,67.5709321109644,10.260831043557017,Inf,50.17676118810454,90.99492988851958,Noctuidae
R,6.23914217948718,56.73291716261458,8.745754160715741,Inf,41.93887449977672,76.74559530197268,Noctuidae
W,6.23914217948718,68.56504120356261,10.597126963701724,Inf,50.645933328414955,92.82413347506908,Noctuidae
R,6.417403384615385,57.567576490805614,9.050516614854434,Inf,42.30150815623314,78.34297185776421,Noctuidae
W,6.417403384615385,69.57377571062709,10.94656115441271,Inf,51.111624441179096,94.7046844931188,Noctuidae
R,6.59566458974359,58.41451539545728,9.36610785475965,Inf,42.66190296059181,79.9836709590317,Noctuidae
W,6.59566458974359,70.59735080245412,11.309238979809102,Inf,51.5740720389921,96.63743317682327,Noctuidae
R,6.773925794871795,59.27391453470519,9.69261749676479,Inf,43.02025916870119,81.6684281349858,Noctuidae
W,6.773925794871795,71.63598481494365,11.685271693958281,Inf,52.0335100073785,98.62325873613264,Noctuidae
R,6.952187,60.14595722454225,10.030142616866229,Inf,43.376769215208995,83.39800856325802,Noctuidae
W,6.952187,72.68989929617081,12.074777105086985,Inf,52.49016747649943,100.66307107999026,Noctuidae
R,0,4.351121260460712,NA,Inf,NA,NA,Sphingidae
W,0,3.647854587698223,NA,Inf,NA,NA,Sphingidae
R,0.17826120512820515,4.377912675743294,NA,Inf,NA,NA,Sphingidae
W,0.17826120512820515,3.670315737663771,NA,Inf,NA,NA,Sphingidae
R,0.3565224102564103,4.404869055385606,NA,Inf,NA,NA,Sphingidae
W,0.3565224102564103,3.6929151889912974,NA,Inf,NA,NA,Sphingidae
R,0.5347836153846155,4.431991415132422,NA,Inf,NA,NA,Sphingidae
W,0.5347836153846155,3.7156537932519274,NA,Inf,NA,NA,Sphingidae
R,0.7130448205128206,4.459280776982815,NA,Inf,NA,NA,Sphingidae
W,0.7130448205128206,3.738532407260208,NA,Inf,NA,NA,Sphingidae
R,0.8913060256410257,4.486738169228677,NA,Inf,NA,NA,Sphingidae
W,0.8913060256410257,3.7615518931064145,NA,Inf,NA,NA,Sphingidae
R,1.069567230769231,4.514364626493462,NA,Inf,NA,NA,Sphingidae
W,1.069567230769231,3.7847131181890084,NA,Inf,NA,NA,Sphingidae
R,1.247828435897436,4.542161189771172,NA,Inf,NA,NA,Sphingidae
W,1.247828435897436,3.808016955247345,NA,Inf,NA,NA,Sphingidae
R,1.4260896410256412,4.570128906465581,NA,Inf,NA,NA,Sphingidae
W,1.4260896410256412,3.831464282394543,NA,Inf,NA,NA,Sphingidae
R,1.6043508461538463,4.598268830429706,NA,Inf,NA,NA,Sphingidae
W,1.6043508461538463,3.8550559831505775,NA,Inf,NA,NA,Sphingidae
R,1.7826120512820514,4.626582022005515,NA,Inf,NA,NA,Sphingidae
W,1.7826120512820514,3.8787929464755795,NA,Inf,NA,NA,Sphingidae
R,1.9608732564102567,4.655069548063879,NA,Inf,NA,NA,Sphingidae
